easting,northing,density
497700.0,396300.0,1.4313638
498100.0,396300.0,0.69897
508500.0,396300.0,0.47712126
513700.0,396300.0,0.30102998
466100.0,395900.0,1.0791812
476500.0,395900.0,1.30103
477300.0,395900.0,0.69897
479700.0,395900.0,0.60205996
485700.0,395900.0,1.3617278
488100.0,395900.0,0.9542425
498100.0,395900.0,1.4913616
508900.0,395900.0,1.39794
514100.0,395900.0,1.0413927
466100.0,395500.0,1.0791812
476500.0,395500.0,1.2041199
478100.0,395500.0,0.47712126
485700.0,395500.0,1.0
488100.0,395500.0,0.90309
514500.0,395500.0,1.0
466100.0,395100.0,0.9542425
476500.0,395100.0,1.4149733
479300.0,395100.0,0.69897
485700.0,395100.0,1.4313638
486100.0,395100.0,1.0413927
486500.0,395100.0,0.845098
486900.0,395100.0,0.9542425
498500.0,395100.0,1.690196
509300.0,395100.0,0.7781513
466100.0,394700.0,1.2304488
476500.0,394700.0,1.2304488
476900.0,394700.0,1.50515
477300.0,394700.0,1.3802112
484900.0,394700.0,1.0791812
486100.0,394700.0,1.4313638
494100.0,394700.0,1.0791812
498500.0,394700.0,1.6812413
509300.0,394700.0,1.0
466100.0,394300.0,1.0
477700.0,394300.0,1.3617278
484900.0,394300.0,0.9542425
486100.0,394300.0,1.1760913
494100.0,394300.0,1.2552725
498500.0,394300.0,1.4771212
514900.0,394300.0,0.9542425
466100.0,393900.0,1.0791812
477700.0,393900.0,0.60205996
484900.0,393900.0,0.30102998
486100.0,393900.0,1.0
494100.0,393900.0,1.0
496500.0,393900.0,0.69897
498500.0,393900.0,1.4313638
509700.0,393900.0,0.69897
514900.0,393900.0,0.47712126
465300.0,393500.0,0.30102998
477700.0,393500.0,0.90309
484100.0,393500.0,1.0
496500.0,393500.0,0.69897
498500.0,393500.0,1.4471581
509700.0,393500.0,0.69897
515300.0,393500.0,1.0791812
515700.0,393500.0,0.30102998
465300.0,393100.0,0.90309
477700.0,393100.0,1.5440681
483700.0,393100.0,0.60205996
493700.0,393100.0,1.1760913
496500.0,393100.0,0.7781513
498100.0,393100.0,1.2304488
498500.0,393100.0,1.6627579
516100.0,393100.0,0.69897
516500.0,393100.0,1.0791812
477300.0,392700.0,1.5185139
482500.0,392700.0,0.47712126
482900.0,392700.0,1.0
486500.0,392700.0,0.47712126
493700.0,392700.0,0.30102998
496500.0,392700.0,0.69897
498500.0,392700.0,1.5910646
516900.0,392700.0,0.47712126
464900.0,392300.0,0.845098
482100.0,392300.0,0.60205996
486500.0,392300.0,0.845098
496500.0,392300.0,0.7781513
498500.0,392300.0,1.7160033
517300.0,392300.0,0.9542425
464900.0,391900.0,1.2552725
477300.0,391900.0,1.2787535
481700.0,391900.0,0.7781513
486500.0,391900.0,0.9542425
493300.0,391900.0,1.0
496500.0,391900.0,0.60205996
510100.0,391900.0,0.30102998
517300.0,391900.0,0.90309
464900.0,391500.0,1.2787535
481300.0,391500.0,1.1139433
486500.0,391500.0,1.0413927
493300.0,391500.0,1.0413927
496500.0,391500.0,0.47712126
498900.0,391500.0,1.6334685
499300.0,391500.0,1.60206
499700.0,391500.0,0.69897
510100.0,391500.0,0.69897
464900.0,391100.0,1.0791812
477700.0,391100.0,1.2041199
481300.0,391100.0,0.9542425
486500.0,391100.0,1.2552725
486900.0,391100.0,1.0
487300.0,391100.0,1.1760913
493300.0,391100.0,1.0
496500.0,391100.0,0.47712126
499700.0,391100.0,1.6232493
517700.0,391100.0,0.9542425
465300.0,390700.0,0.30102998
477700.0,390700.0,1.1139433
481300.0,390700.0,0.9542425
487300.0,390700.0,1.1139433
500100.0,390700.0,1.7781513
517700.0,390700.0,0.90309
465300.0,390300.0,1.1139433
487300.0,390300.0,1.0791812
493700.0,390300.0,1.0
500100.0,390300.0,1.690196
510500.0,390300.0,0.845098
465300.0,389900.0,1.0791812
477700.0,389900.0,1.30103
481700.0,389900.0,1.2787535
493700.0,389900.0,0.7781513
500100.0,389900.0,1.6532125
465300.0,389500.0,1.1139433
478500.0,389500.0,0.9542425
481700.0,389500.0,1.2787535
487700.0,389500.0,1.3424227
494100.0,389500.0,0.9542425
500100.0,389500.0,1.5314789
509700.0,389500.0,0.60205996
518100.0,389500.0,0.90309
465300.0,389100.0,1.0413927
479300.0,389100.0,1.2552725
479700.0,389100.0,0.845098
481300.0,389100.0,2.3873897
481700.0,389100.0,1.4313638
484100.0,389100.0,0.845098
484500.0,389100.0,0.60205996
487700.0,389100.0,1.1760913
494100.0,389100.0,0.60205996
509300.0,389100.0,0.7781513
510900.0,389100.0,0.90309
481700.0,388700.0,1.2552725
484900.0,388700.0,0.47712126
487700.0,388700.0,1.39794
494500.0,388700.0,0.60205996
510900.0,388700.0,0.69897
482100.0,388300.0,1.30103
484900.0,388300.0,0.30102998
487300.0,388300.0,0.845098
494900.0,388300.0,1.3424227
